period,Series_reference,Data_value,Units,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Magnitude
2015.03,SNEA.S1NB0200MS131C0,158,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2016.03,SNEA.S1NB0200MS131C0,307,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2017.03,SNEA.S1NB0200MS131C0,278,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2018.03,SNEA.S1NB0200MS131C0,343,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2019.03,SNEA.S1NB0200MS131C0,356,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2020.03,SNEA.S1NB0200MS131C0,311,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2021.03,SNEA.S1NB0200MS131C0,506,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2022.03,SNEA.S1NB0200MS131C0,447,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2023.03,SNEA.S1NB0200MS131C0,302,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2024.03,SNEA.S1NB0200MS131C0,-27,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
1999.03,SNEA.S1NB0200MS200C0,1611,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2000.03,SNEA.S1NB0200MS200C0,1978,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2001.03,SNEA.S1NB0200MS200C0,2388,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2002.03,SNEA.S1NB0200MS200C0,2839,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2003.03,SNEA.S1NB0200MS200C0,3172,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2004.03,SNEA.S1NB0200MS200C0,3688,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2005.03,SNEA.S1NB0200MS200C0,3971,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2006.03,SNEA.S1NB0200MS200C0,3683,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2007.03,SNEA.S1NB0200MS200C0,3186,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2008.03,SNEA.S1NB0200MS200C0,2957,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2009.03,SNEA.S1NB0200MS200C0,3779,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2010.03,SNEA.S1NB0200MS200C0,5691,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2011.03,SNEA.S1NB0200MS200C0,4667,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2012.03,SNEA.S1NB0200MS200C0,5255,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2013.03,SNEA.S1NB0200MS200C0,5265,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2014.03,SNEA.S1NB0200MS200C0,5983,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2015.03,SNEA.S1NB0200MS200C0,6418,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2016.03,SNEA.S1NB0200MS200C0,7272,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2017.03,SNEA.S1NB0200MS200C0,7777,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2018.03,SNEA.S1NB0200MS200C0,8899,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2019.03,SNEA.S1NB0200MS200C0,9308,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2020.03,SNEA.S1NB0200MS200C0,9237,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2021.03,SNEA.S1NB0200MS200C0,9286,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2022.03,SNEA.S1NB0200MS200C0,10206,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2023.03,SNEA.S1NB0200MS200C0,13381,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
2024.03,SNEA.S1NB0200MS200C0,14875,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control,6
1987.03,SNEA.S1NB0200MS300C0,298,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1988.03,SNEA.S1NB0200MS300C0,361,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1989.03,SNEA.S1NB0200MS300C0,456,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1990.03,SNEA.S1NB0200MS300C0,553,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1991.03,SNEA.S1NB0200MS300C0,387,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1992.03,SNEA.S1NB0200MS300C0,443,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1993.03,SNEA.S1NB0200MS300C0,334,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1994.03,SNEA.S1NB0200MS300C0,369,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1995.03,SNEA.S1NB0200MS300C0,357,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1996.03,SNEA.S1NB0200MS300C0,355,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1997.03,SNEA.S1NB0200MS300C0,404,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1998.03,SNEA.S1NB0200MS300C0,145,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
1999.03,SNEA.S1NB0200MS300C0,167,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2000.03,SNEA.S1NB0200MS300C0,183,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2001.03,SNEA.S1NB0200MS300C0,187,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2002.03,SNEA.S1NB0200MS300C0,182,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2003.03,SNEA.S1NB0200MS300C0,180,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2004.03,SNEA.S1NB0200MS300C0,226,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2005.03,SNEA.S1NB0200MS300C0,269,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2006.03,SNEA.S1NB0200MS300C0,208,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2007.03,SNEA.S1NB0200MS300C0,220,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2008.03,SNEA.S1NB0200MS300C0,255,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2009.03,SNEA.S1NB0200MS300C0,268,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2010.03,SNEA.S1NB0200MS300C0,263,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2011.03,SNEA.S1NB0200MS300C0,194,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2012.03,SNEA.S1NB0200MS300C0,292,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2013.03,SNEA.S1NB0200MS300C0,308,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2014.03,SNEA.S1NB0200MS300C0,316,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2015.03,SNEA.S1NB0200MS300C0,265,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2016.03,SNEA.S1NB0200MS300C0,267,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2017.03,SNEA.S1NB0200MS300C0,299,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2018.03,SNEA.S1NB0200MS300C0,248,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2019.03,SNEA.S1NB0200MS300C0,325,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2020.03,SNEA.S1NB0200MS300C0,343,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2021.03,SNEA.S1NB0200MS300C0,321,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2022.03,SNEA.S1NB0200MS300C0,310,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
2023.03,SNEA.S1NB0200MS300C0,260,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,General government institutions,All control,6
